,,,,,,,,Weight,0.1,0.3
27.52780996,0.273854007,0.528465506,0.861892486,0.484635104,0.206699401,27.52780996,,27.52780996,24.09478671,23.62013004
26.78248975,0.596741052,0.049948338,0.193452677,0.532289141,0.478041919,26.78248975,,26.78248975,24.43808904,24.79243402
23.71419855,0.203471895,0.611729109,0.650521262,0.333512534,0.011235689,23.71419855,,23.71419855,24.67252911,25.38945074
24.08750362,0.264402431,0.997639762,0.486316106,0.518925405,0.281498258,24.08750362,,24.08750362,24.57669605,24.88687508
24.12783292,0.339176381,0.112153423,0.9320021,0.808205878,0.737699426,24.12783292,,24.12783292,24.52777681,24.64706364
22.73600556,0.994258499,0.378754931,0.550747448,0.474707729,0.341250863,22.73600556,,22.73600556,24.48778242,24.49129443
29.4504964,0.56420584,0.274688103,0.872106543,0.372268278,0.339929167,29.4504964,,29.4504964,24.31260473,23.96470777
27.32071068,0.817033823,0.237780239,0.988683507,0.243023725,0.219443332,27.32071068,,27.32071068,24.8263939,25.61044436
23.51672949,0.27793935,0.702480107,0.549546557,0.794875738,0.801984494,23.51672949,,23.51672949,25.07582558,26.12352425
28.71999835,0.958378484,0.393835537,0.185545331,0.87614101,0.294390656,28.71999835,,28.71999835,24.91991597,25.34148582
28.95251509,0.87021387,0.265189462,0.511276844,0.789551145,0.400684344,28.95251509,,28.95251509,25.29992421,26.35503958
22.40036496,0.240073527,0.479263071,0.873941905,0.376718818,0.095148933,22.40036496,,22.40036496,25.6651833,27.13428224
24.85543743,0.654913385,0.08203311,0.324423096,0.364203028,0.32592344,24.85543743,,24.85543743,25.33870146,25.71410705
26.02730676,0.135755599,0.707550908,0.572188416,0.464637503,0.189446881,26.02730676,,26.02730676,25.29037506,25.45650616
21.06901741,0.712529634,0.935756862,0.985291191,0.975283976,0.364056909,21.06901741,,21.06901741,25.36406823,25.62774634
28.96441362,0.653577171,0.652314336,0.697770141,0.069190522,0.46567338,28.96441362,,28.96441362,24.93456315,24.26012766
24.03886984,0.857474449,0.334384391,0.987310202,0.23103877,0.955007758,24.03886984,,24.03886984,25.33754819,25.67141345
28.34084694,0.321945074,0.893307413,0.388849037,0.727182003,0.028298421,28.34084694,,28.34084694,25.20768036,25.18165037
21.24645054,0.232840065,0.925649789,0.517668371,0.14604618,0.982977651,21.24645054,,21.24645054,25.52099702,26.12940934
25.07665497,0.503102894,0.543816659,0.863397488,0.497018111,0.807324788,25.07665497,,25.07665497,25.09354237,24.6645217
21.95803721,0.146121393,0.323739673,0.448716082,0.187346109,0.222902403,21.95803721,,21.95803721,25.09185363,24.78816168
23.91860494,0.586070523,0.14843086,0.963651506,0.802124466,0.478099803,23.91860494,,23.91860494,24.77847199,23.93912434
27.51169842,0.564884095,0.164789422,0.214225149,0.12130753,0.97744441,27.51169842,,27.51169842,24.69248528,23.93296852
21.84549138,0.28268462,0.291803434,0.582711811,0.212064895,0.47870772,21.84549138,,21.84549138,24.9744066,25.00658749
23.08097885,0.099819076,0.409165087,0.950123506,0.160726919,0.739359235,23.08097885,,23.08097885,24.66151507,24.05825866
30.2991894,0.875416677,0.077375709,0.320681313,0.400721425,0.438781874,30.2991894,,30.2991894,24.50346145,23.76507471
29.76857048,0.787683529,0.445248693,0.185646609,0.621513723,0.729883502,29.76857048,,29.76857048,25.08303425,25.72530912
24.55063081,0.140351156,0.060937144,0.423913419,0.748113926,0.412247025,24.55063081,,24.55063081,25.55158787,26.93828753
20.05193744,0.07136754,0.577421986,0.086841355,0.782736767,0.568064204,20.05193744,,20.05193744,25.45149216,26.22199051
28.17050813,0.577990453,0.000712388,0.395334673,0.924409063,0.144816332,28.17050813,,28.17050813,24.91153669,24.37097459
21.94890569,0.271907931,0.517537842,0.967872741,0.433048213,0.661218367,21.94890569,,21.94890569,25.23743384,25.51083465
24.12136683,0.763400425,0.133325766,0.165821704,0.152116516,0.999854132,24.12136683,,24.12136683,24.90858102,24.44225596
29.95547852,0.475957512,0.374314595,0.251596688,0.534682951,0.672653562,29.95547852,,29.95547852,24.8298596,24.34598922
27.53271201,0.393209898,0.550281284,0.457878935,0.801344149,0.1612787,27.53271201,,27.53271201,25.34242149,26.02883601
23.36037784,0.166827716,0.349250956,0.917064883,0.072929676,0.793888507,23.36037784,,23.36037784,25.56145054,26.47999881
23.32774661,0.264050291,0.154381566,0.651189662,0.541043277,0.706205545,23.32774661,,23.32774661,25.34134327,25.54411252
23.28361377,0.059172945,0.907018026,0.513140752,0.091915846,0.209302665,23.28361377,,23.28361377,25.13998361,24.87920275
21.83411533,0.837352623,0.220427366,0.527361469,0.476022403,0.866809774,21.83411533,,21.83411533,24.95434662,24.40052605
28.24055075,0.795045348,0.550685862,0.664287797,0.569472796,0.782764608,28.24055075,,28.24055075,24.6423235,23.63060284
24.95812329,0.821345026,0.628472594,0.35251002,0.793487808,0.498297864,24.95812329,,24.95812329,25.00214622,25.01358721
29.09405935,0.751436949,0.007283649,0.656826752,0.677476233,0.358614222,29.09405935,,29.09405935,24.99774393,24.99694804
20.74620215,0.23016837,0.77150658,0.082132317,0.280535391,0.504424591,20.74620215,,20.74620215,25.40737547,26.22608143
22.58570567,0.095609266,0.644916712,0.926525317,0.515825646,0.259625652,22.58570567,,22.58570567,24.94125814,24.58211765
29.31306354,0.516091399,0.848965689,0.068284002,0.379083761,0.225100602,29.31306354,,29.31306354,24.70570289,23.98319405
23.46332004,0.748234419,0.112940935,0.428133591,0.302428646,0.738920904,23.46332004,,23.46332004,25.16643896,25.5821549
22.38910968,0.314769448,0.211372088,0.166872074,0.162087701,0.97033355,22.38910968,,22.38910968,24.99612707,24.94650444
25.13078004,0.552746718,0.667935947,0.457660683,0.742067316,0.088787168,25.13078004,,25.13078004,24.73542533,24.17928602
27.29206763,0.283152146,0.681061277,0.827073282,0.265297336,0.397306457,27.29206763,,27.29206763,24.7749608,24.46473422
24.55899396,0.091310774,0.43256947,0.177318554,0.337394822,0.319384469,24.55899396,,24.55899396,25.02667148,25.31293424
22.89184854,0.501679891,0.593482627,0.821791762,0.868963156,0.637839779,22.89184854,,22.89184854,24.97990373,25.08675216
28.03205673,0.936498321,0.179142435,0.943646997,0.185567478,0.083157336,28.03205673,,28.03205673,24.77109821,24.42828107
26.934272,0.609962296,0.882381588,0.769053822,0.120487534,0.807231624,26.934272,,26.934272,25.09719406,25.50941377
21.05766455,0.114082973,0.881273521,0.929132106,0.976445134,0.74760251,21.05766455,,21.05766455,25.28090186,25.93687124
21.4571452,0.025210554,0.747389202,0.231456104,0.776991176,0.68223058,21.4571452,,21.4571452,24.85857813,24.47310923
20.03516238,0.64453732,0.353179557,0.489845001,0.254728795,0.604452045,20.03516238,,20.03516238,24.51843483,23.56832002
26.95913858,0.648729446,0.685671131,0.830752752,0.678066874,0.16312686,26.95913858,,26.95913858,24.07010759,22.50837273
25.75708364,0.237764749,0.955020396,0.846423327,0.616325318,0.004620099,25.75708364,,25.75708364,24.35901069,23.84360249
24.227672,0.689868898,0.538284882,0.785270904,0.731710069,0.633276939,24.227672,,24.227672,24.49881798,24.41764683
29.95646822,0.274328645,0.496237464,0.274904872,0.862884484,0.568621568,29.95646822,,29.95646822,24.47170339,24.36065438
24.72516432,0.740531901,0.231689632,0.570091757,0.233430097,0.578529125,24.72516432,,24.72516432,25.02017987,26.03939854
24.71896921,0.873138625,0.566876829,0.755222423,0.308498566,0.941717768,24.71896921,,24.71896921,24.99067831,25.64512827
23.59075594,0.890057165,0.248177809,0.529510928,0.174148346,0.072124724,23.59075594,,23.59075594,24.9635074,25.36728055
20.55715434,0.535056366,0.934031466,0.734088122,0.322136127,0.203021773,20.55715434,,20.55715434,24.82623226,24.83432317
19.2288652,0.429466902,0.627420557,0.157791972,0.241710981,0.152775481,19.2288652,,19.2288652,24.39932447,23.55117252
22.36353556,0.357582988,0.913902518,0.627264086,0.539975539,0.175617984,22.36353556,,22.36353556,23.88227854,22.25448032
22.0572778,0.07151369,0.258905186,0.684036497,0.268322418,0.267610684,22.0572778,,22.0572778,23.73040424,22.28719689
21.21021085,0.392862904,0.723054148,0.355189298,0.564626136,0.33635433,21.21021085,,21.21021085,23.5630916,22.21822116
19.74212263,0.08280292,0.020548042,0.836303708,0.172717068,0.180880997,19.74212263,,19.74212263,23.32780352,21.91581807
29.06592967,0.432620691,0.565016726,0.342027552,0.200478789,0.954245007,29.06592967,,29.06592967,22.96923543,21.26370944
29.46660624,0.721422508,0.613297715,0.986242657,0.469376584,0.617422755,29.46660624,,29.46660624,23.57890486,23.60437551
20.71809176,0.150098049,0.041212924,0.272988139,0.705806822,0.319939075,20.71809176,,20.71809176,24.16767499,25.36304473
20.87890556,0.277560253,0.270754363,0.828222345,0.763994677,0.508149563,20.87890556,,20.87890556,23.82271667,23.96955884
22.16221224,0.605922562,0.619664547,0.892882705,0.372827589,0.107085736,,,,,
23.72285395,0.249350303,0.125391436,0.828669528,0.592904156,0.226261914,,,,,
28.58422627,0.783239958,0.689653669,0.478812403,0.318554636,0.891125448,,,,,
22.43955588,0.380091435,0.929356379,0.389137495,0.991431011,0.206526745,,,,,
22.30428205,0.18557906,0.358650029,0.799892077,0.552297484,0.903852288,,,,,
29.62854808,0.958856612,0.757437147,0.537820191,0.095152622,0.560329879,,,,,
29.46036407,0.868350183,0.312765919,0.215560216,0.516955966,0.702523397,,,,,
21.7587311,0.214100291,0.068334802,0.387897052,0.054969145,0.180031001,,,,,
19.68377693,0.083110804,0.957569194,0.302049976,0.869114615,0.193071991,,,,,
26.04174412,0.174387725,0.597461799,0.203551364,0.559037172,0.38733173,,,,,
29.28106911,0.28988959,0.424052554,0.576322395,0.662694314,0.854112795,,,,,
25.23024482,0.055030712,0.308942893,0.41108323,0.725205884,0.765977695,,,,,
21.93480281,0.961070868,0.611673966,0.277401144,0.370338002,0.573990657,,,,,
24.68890183,0.060690559,0.711192476,0.174500313,0.770772542,0.437764626,,,,,
25.14611432,0.499318939,0.577466815,0.759758951,0.130256911,0.610547485,,,,,
30.43439779,0.988677061,0.238470421,0.883306055,0.225200354,0.749168788,,,,,
26.86088562,0.039332416,0.235499301,0.43243437,0.9557124,0.154304369,,,,,
24.94488722,0.350134199,0.693583402,0.459569684,0.270357013,0.870543468,,,,,
26.19314962,0.261722898,0.535326376,0.765180777,0.368677803,0.593798142,,,,,
28.28379152,0.770655303,0.080432871,0.179147084,0.233881005,0.642812731,,,,,
22.6779283,0.528100946,0.668380054,0.049223627,0.424037599,0.180842675,,,,,
24.88681953,0.724147348,0.956843974,0.167049041,0.68620013,0.542886421,,,,,
23.12555141,0.537230535,0.571515712,0.976044873,0.758364803,0.468009683,,,,,
25.32013307,0.664164349,0.043222634,0.555782394,0.746964978,0.483589278,,,,,
23.48125441,0.05133254,0.624665113,0.695617397,0.890797113,0.691683225,,,,,
22.8685735,0.159910563,0.021968888,0.30630673,0.016886378,0.276515852,,,,,
28.54376545,0.823945433,0.050130264,0.430652535,0.807040297,0.453311189,,,,,
26.7137963,0.340876155,0.243873676,0.317301298,0.000445116,0.166382993,,,,,
20.94884373,0.297919388,0.800345451,0.771285431,0.789083619,0.524482457,,,,,
25.50164022,0.928866329,0.036843419,0.13277776,0.341366779,0.595538455,,,,,
27.41100671,0.805665492,0.084947217,0.285316723,0.163394421,0.385602952,,,,,
20.50359028,0.946592255,0.990314361,0.714752512,0.762119542,0.481650646,,,,,
28.56745103,0.795845217,0.486265747,0.514887034,0.0210954,0.361012759,,,,,
21.32369489,0.391005702,0.705658627,0.658815428,0.53158515,0.560612336,,,,,
24.06216656,0.699902016,0.980211045,0.290928565,0.799531833,0.291251847,,,,,
27.99122438,0.756131423,0.091805071,0.311744321,0.208284194,0.262898723,,,,,
22.17352414,0.484923444,0.8948444,0.198215921,0.006054206,0.891656915,,,,,
21.42107185,0.526104268,0.439439986,0.620131489,0.376994461,0.348996926,,,,,
27.22444459,0.855666303,0.059858599,0.695651905,0.547699826,0.952420522,,,,,
24.92282703,0.498301742,0.775334187,0.253322197,0.1300762,0.692897409,,,,,
28.63072572,0.98308541,0.22825292,0.671210521,0.441333278,0.433641526,,,,,
25.87291419,0.462139407,0.761580171,0.401735343,0.69472197,0.384535421,,,,,
28.08266511,0.908538542,0.384304063,0.620816246,0.406376742,0.036464119,,,,,
21.8874223,0.810424771,0.36894393,0.674932433,0.630457589,0.787459857,,,,,
26.1746295,0.063843582,0.881454149,0.858027782,0.934521976,0.497212389,,,,,
20.71512303,0.862156992,0.176718287,0.785906117,0.675334286,0.417781992,,,,,
20.23357954,0.228021094,0.398459229,0.90111901,0.097073762,0.799161532,,,,,
28.17488319,0.721769582,0.433806891,0.68424995,0.630152735,0.722325821,,,,,
27.17932133,0.018108844,0.047065126,0.106157811,0.242514063,0.79065906,,,,,
28.19643908,0.555665053,0.686604757,0.678789227,0.415149027,0.88837345,,,,,
21.24827217,0.131471538,0.959191272,0.50881286,0.22464047,0.072271526,,,,,
29.40591874,0.486336829,0.35299061,0.83014403,0.084336174,0.041769711,,,,,
29.67253899,0.285547901,0.505855797,0.35384338,0.425899835,0.109516332,,,,,
24.68228814,0.850570259,0.532477108,0.632476051,0.721947254,0.766792364,,,,,
26.13871224,0.662124647,0.533055081,0.90180585,0.443552846,0.023761383,,,,,
25.15161619,0.727579398,0.73946954,0.300121176,0.173687053,0.148751344,,,,,
22.63040228,0.528735387,0.358404577,0.220626972,0.280225705,0.352809073,,,,,
22.03368839,0.809523977,0.665137005,0.831214274,0.687875397,0.229554436,,,,,
28.13676546,0.825725477,0.406023385,0.126288977,0.650871717,0.50883681,,,,,
23.48387008,0.039847461,0.227031533,0.919385301,0.622061111,0.568375795,,,,,
28.91250793,0.424118163,0.454298863,0.948221188,0.730267292,0.394908796,,,,,
25.05691914,0.1530438,0.021088767,0.993885799,0.138121982,0.288774922,,,,,
24.78158207,0.220178802,0.908612985,0.613386884,0.950256223,0.33775103,,,,,
20.36086544,0.562060647,0.063354372,0.246685172,0.144223668,0.222902765,,,,,
23.60729108,0.51853067,0.137247517,0.515908005,0.62886084,0.042603116,,,,,
22.0514461,0.250629825,0.603295187,0.310405656,0.773070032,0.894773226,,,,,
26.51195997,0.912215809,0.131630318,0.013500093,0.478939568,0.75236994,,,,,
21.48362329,0.195896904,0.881349113,0.807320602,0.771840495,0.084257222,,,,,
23.32356005,0.714026956,0.959580434,0.694493961,0.204230972,0.127478987,,,,,
28.75439424,0.370485491,0.172720311,0.421352043,0.37564848,0.863220827,,,,,
26.77738814,0.818639099,0.157538102,0.404575102,0.708541673,0.247401963,,,,,
20.88596574,0.199188941,0.308878674,0.867485531,0.053333111,0.126715077,,,,,
27.82646484,0.176617364,0.489360503,0.230776778,0.051663362,0.93116135,,,,,
21.86149878,0.024840164,0.707792878,0.753451956,0.494384677,0.006656385,,,,,
27.07052233,0.691492832,0.376964119,0.644769244,0.737837205,0.994610734,,,,,
27.71204272,0.660500717,0.739725192,0.681015587,0.993835938,0.610919283,,,,,
22.54327865,0.855504319,0.624219107,0.559863226,0.473494469,0.38183262,,,,,
23.90886704,0.902287908,0.464868903,0.514282224,0.137443886,0.103000404,,,,,
22.17982441,0.235068069,0.928160877,0.248159085,0.934149708,0.718204421,,,,,
23.6644898,0.869289307,0.504649657,0.379931943,0.179765987,0.777822828,,,,,
29.85815752,0.960328297,0.918506355,0.096984777,0.375782163,0.517992574,,,,,
21.17947366,0.041935346,0.769988652,0.837771479,0.164384624,0.979822744,,,,,
25.67979336,0.756519404,0.554907427,0.93715115,0.415116461,0.459148061,,,,,
27.2801386,0.770727248,0.464365319,0.101986748,0.102295551,0.665539496,,,,,
29.28804551,0.209305838,0.026120968,0.722539921,0.343212078,0.794455231,,,,,
25.98256195,0.42377169,0.863003892,0.55598796,0.818094487,0.128064158,,,,,
25.17633713,0.051463764,0.130244194,0.041614575,0.457658727,0.412676059,,,,,
25.09870576,0.22924007,0.50055468,0.693609843,0.251253674,0.996866036,,,,,
27.85262487,0.051439443,0.812328988,0.208787123,0.91327091,0.660175309,,,,,
24.67921314,0.792831185,0.711621301,0.080855491,0.80037024,0.728167184,,,,,
27.0302997,0.515684108,0.660720045,0.964186456,0.210834316,0.276357585,,,,,
20.04539642,0.526257379,0.685066248,0.100270886,0.633093574,0.851270318,,,,,
22.2384882,0.200835506,0.094741646,0.11083827,0.824555999,0.011214572,,,,,
23.83663777,0.046346307,0.399558757,0.761579772,0.26610584,0.67310113,,,,,
25.24124155,0.743982358,0.902828131,0.341607471,0.978694465,0.991081808,,,,,
27.83579689,0.347908519,0.25907407,0.179729441,0.184181503,0.58336967,,,,,
19.76938539,0.11248049,0.225224166,0.146379509,0.384126888,0.724169462,,,,,
26.64740268,0.225713371,0.882646041,0.755045644,0.98074279,0.281156193,,,,,
19.91603914,0.094079794,0.912493156,0.647158077,0.885664857,0.311693131,,,,,
19.67370584,0.763933616,0.577410905,0.001330548,0.564722456,0.287196041,,,,,
22.47067676,0.019273272,0.28649986,0.531590913,0.680958196,0.711290285,,,,,
29.0414795,0.192506035,0.894585855,0.454447324,0.624038647,0.757354618,,,,,
22.86683744,0.022756051,0.684170709,0.818088163,0.598947225,0.611630567,,,,,
25.67674551,0.999234274,0.850837449,0.666039515,0.870823013,0.235779527,,,,,
21.06657283,0.452687408,0.690942654,0.715375695,0.237861067,0.08435196,,,,,
25.8443384,0.250131657,0.881574139,0.851668635,0.16095734,0.155609715,,,,,
25.64758949,0.9990718,0.432779649,0.132031031,0.173876062,0.131604308,,,,,
24.0539364,0.918497458,0.583896691,0.803313728,0.073522166,0.524972333,,,,,
20.28416928,0.146061546,0.523290271,0.282709537,0.384337067,0.276485662,,,,,
29.29350273,0.068946484,0.02634678,0.259146087,0.922162859,0.830857751,,,,,
27.62911539,0.42675599,0.968347644,0.776855237,0.876596053,0.90204509,,,,,
27.43487167,0.389435351,0.206060451,0.419253377,0.774957547,0.786100902,,,,,
28.40294623,0.107413866,0.688316831,0.583277401,0.684986076,0.147404842,,,,,
26.27769284,0.589483285,0.040612072,0.773899374,0.800441568,0.675945877,,,,,
27.44456019,0.318373596,0.026550399,0.552187117,0.273109185,0.718022144,,,,,
22.62755638,0.688437644,0.08188753,0.986474744,0.531878217,0.051804218,,,,,
19.97095856,0.422775319,0.473047148,0.18863583,0.311825129,0.149220743,,,,,
22.67892394,0.264593356,0.968806961,0.357141018,0.057847867,0.975783903,,,,,
27.27846385,0.693643694,0.26098986,0.261278281,0.868599675,0.969634678,,,,,
28.77934871,0.094428659,0.571049901,0.435445221,0.239986654,0.682304542,,,,,
28.51118287,0.822581023,0.170939392,0.804465649,0.479226733,0.698505842,,,,,
24.81861866,0.476097461,0.999835566,0.209613565,0.022035935,0.510359849,,,,,
28.28229496,0.794261914,0.485319603,0.039010325,0.911412894,0.824370913,,,,,
19.78191354,0.402229009,0.593589351,0.571848618,0.513426637,0.548862699,,,,,
25.88966848,0.152544504,0.323462472,0.356470094,0.310780926,0.029067311,,,,,
28.10413773,0.807754639,0.66053313,0.393131618,0.048525957,0.133137348,,,,,
24.3175194,0.12723444,0.642605949,0.933029846,0.065373553,0.99688221,,,,,
24.27211932,0.482768531,0.609525762,0.580675028,0.031330071,0.79140782,,,,,
20.58261576,0.535944297,0.166359301,0.855659396,0.730184383,0.001975776,,,,,
29.00332342,0.492394117,0.212825117,0.565360124,0.33620184,0.305603382,,,,,
26.80624397,0.895344579,0.008891501,0.178088943,0.036110052,0.26336685,,,,,
27.6210373,0.62199385,0.095826445,0.967461335,0.957164387,0.305428495,,,,,
20.00179211,0.446126191,0.393939508,0.734600869,0.845879172,0.67755583,,,,,
22.11167935,0.13228678,0.046080954,0.224676751,0.488466831,0.348345925,,,,,
20.89179961,0.886260814,0.816605904,0.558500274,0.675904335,0.785050496,,,,,
23.62913679,0.397978283,0.619312995,0.844138238,0.708068022,0.925408868,,,,,
21.25953761,0.198296579,0.291333677,0.748174372,0.996111461,0.031347467,,,,,
28.38459264,0.745084966,0.152431226,0.485007016,0.077335509,0.234099837,,,,,
27.5863278,0.607847292,0.458532944,0.588121907,0.205896509,0.556480934,,,,,
27.41956901,0.687391132,0.157779168,0.879584311,0.673727745,0.794148243,,,,,
25.07230662,0.987430668,0.403458982,0.174878782,0.45156664,0.102041855,,,,,
21.70803459,0.467572764,0.181782161,0.927845823,0.100090014,0.145245143,,,,,
28.96400407,0.821476873,0.0672278,0.591187687,0.636166723,0.83983239,,,,,
24.73185234,0.098486648,0.905153276,0.064326965,0.690025206,0.739101103,,,,,
24.39088678,0.113482449,0.887368799,0.619555106,0.751718414,0.521714458,,,,,
25.03778038,0.485057077,0.86312957,0.344708452,0.899346157,0.429209523,,,,,
24.88657886,0.823408543,0.284823822,0.53928472,0.503931475,0.064515291,,,,,
29.59450663,0.173330906,0.460401369,0.907576849,0.316756543,0.569218845,,,,,
25.22751003,0.270517608,0.969283848,0.76167933,0.039863845,0.408098859,,,,,
22.22140714,0.508119818,0.135832374,0.293837728,0.572262602,0.55264542,,,,,
27.20370226,0.829151129,0.168283068,0.168164719,0.75291656,0.307839115,,,,,
24.90981218,0.945551622,0.126509336,0.231649774,0.249114465,0.583160319,,,,,
26.37401215,0.524601105,0.863148846,0.032670097,0.404241644,0.779306055,,,,,
26.67492954,0.589176557,0.762057138,0.530735153,0.501841084,0.500407354,,,,,
25.13773706,0.288656591,0.913883112,0.696722476,0.623486055,0.362396508,,,,,
20.65122699,0.254311284,0.855265709,0.474192749,0.966949816,0.470594561,,,,,
21.01492019,0.751628793,0.912127688,0.02641449,0.19706351,0.670218226,,,,,
24.14925212,0.824346831,0.949432822,0.47741937,0.422545922,0.438814187,,,,,
23.99772825,0.094002467,0.899292073,0.719446025,0.386996126,0.82205288,,,,,
